GEOID20,NAME,Estimate_Total,MoE_Total,Estimate_Total_Not_Hispanic_or_Latino,MoE_Total_Not_Hispanic_or_Latino,Estimate_Total_Not_Hispanic_or_Latino_White_alone,MoE_Total_Not_Hispanic_or_Latino_White_alone,Estimate_Total_Not_Hispanic_or_Latino_Black_or_African_American_alone,MoE_Total_Not_Hispanic_or_Latino_Black_or_African_American_alone,Estimate_Total_Not_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,MoE_Total_Not_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,Estimate_Total_Not_Hispanic_or_Latino_Asian_alone,MoE_Total_Not_Hispanic_or_Latino_Asian_alone,Estimate_Total_Not_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,MoE_Total_Not_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,Estimate_Total_Not_Hispanic_or_Latino_Some_other_race_alone,MoE_Total_Not_Hispanic_or_Latino_Some_other_race_alone,Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races,MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races,Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,"Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races","MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races",Estimate_Total_Hispanic_or_Latino,MoE_Total_Hispanic_or_Latino,Estimate_Total_Hispanic_or_Latino_White_alone,MoE_Total_Hispanic_or_Latino_White_alone,Estimate_Total_Hispanic_or_Latino_Black_or_African_American_alone,MoE_Total_Hispanic_or_Latino_Black_or_African_American_alone,Estimate_Total_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,MoE_Total_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,Estimate_Total_Hispanic_or_Latino_Asian_alone,MoE_Total_Hispanic_or_Latino_Asian_alone,Estimate_Total_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,MoE_Total_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,Estimate_Total_Hispanic_or_Latino_Some_other_race_alone,MoE_Total_Hispanic_or_Latino_Some_other_race_alone,Estimate_Total_Hispanic_or_Latino_Two_or_more_races,MoE_Total_Hispanic_or_Latino_Two_or_more_races,Estimate_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,MoE_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,"Estimate_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races","MoE_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races"
1500000US360470188002,"Block Group 2, Census Tract 188, Kings County, New York",1755,368,1686,359,961,348,0,12,0,12,689,170,0,12,0,12,36,42,0,12,36,42,69,62,69,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470190001,"Block Group 1, Census Tract 190, Kings County, New York",1464,420,1088,389,291,153,0,12,0,12,790,341,0,12,0,12,7,10,0,12,7,10,376,262,88,72,0,12,37,58,0,12,0,12,251,259,0,12,0,12,0,12
1500000US360470190002,"Block Group 2, Census Tract 190, Kings County, New York",954,315,681,273,203,114,12,20,0,12,449,262,0,12,0,12,17,20,0,12,17,20,273,198,94,134,9,15,51,78,0,12,0,12,89,119,30,48,30,48,0,12
1500000US360470190003,"Block Group 3, Census Tract 190, Kings County, New York",2125,542,1887,604,677,297,2,4,0,12,1208,565,0,12,0,12,0,12,0,12,0,12,238,234,61,70,8,13,0,12,0,12,0,12,169,229,0,12,0,12,0,12
1500000US360470191001,"Block Group 1, Census Tract 191, Kings County, New York",1221,402,1151,396,776,368,137,104,0,12,131,74,0,12,0,12,107,63,0,12,107,63,70,62,11,18,0,12,0,12,0,12,0,12,59,60,0,12,0,12,0,12
1500000US360470191002,"Block Group 2, Census Tract 191, Kings County, New York",1034,467,701,289,337,233,184,179,0,12,180,126,0,12,0,12,0,12,0,12,0,12,333,357,85,97,0,12,0,12,0,12,0,12,248,398,0,12,0,12,0,12
1500000US360470191003,"Block Group 3, Census Tract 191, Kings County, New York",709,290,540,267,285,180,146,165,0,12,101,144,0,12,8,12,0,12,0,12,0,12,169,123,130,103,0,12,0,12,0,12,0,12,25,40,14,22,14,22,0,12
1500000US360470192001,"Block Group 1, Census Tract 192, Kings County, New York",953,378,771,379,746,379,2,6,0,12,23,31,0,12,0,12,0,12,0,12,0,12,182,116,30,39,0,12,9,13,7,12,0,12,136,110,0,12,0,12,0,12
1500000US360470192002,"Block Group 2, Census Tract 192, Kings County, New York",579,311,326,267,56,46,4,6,0,12,266,264,0,12,0,12,0,12,0,12,0,12,253,155,18,25,0,12,0,12,0,12,0,12,206,126,29,47,29,47,0,12
1500000US360470192003,"Block Group 3, Census Tract 192, Kings County, New York",1112,227,1061,219,120,84,0,12,0,12,941,207,0,12,0,12,0,12,0,12,0,12,51,39,34,35,0,12,0,12,11,13,0,12,0,12,6,11,6,11,0,12
1500000US360470192004,"Block Group 4, Census Tract 192, Kings County, New York",72,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,91,72,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470193001,"Block Group 1, Census Tract 193, Kings County, New York",2775,602,2247,550,905,227,921,448,12,23,335,176,0,12,12,25,62,81,62,81,0,12,528,238,213,194,36,45,0,12,0,12,0,12,73,65,206,164,160,156,46,59
1500000US360470193002,"Block Group 2, Census Tract 193, Kings County, New York",1062,333,950,322,552,345,177,132,0,12,207,201,0,12,0,12,14,24,0,12,14,24,112,90,54,56,3,7,0,12,0,12,0,12,49,62,6,13,6,13,0,12
1500000US360470193003,"Block Group 3, Census Tract 193, Kings County, New York",702,193,632,187,345,116,25,34,0,12,220,98,5,9,0,12,37,33,12,17,25,22,70,33,48,29,7,13,0,12,0,12,0,12,10,16,5,10,5,10,0,12
1500000US360470193004,"Block Group 4, Census Tract 193, Kings County, New York",1601,377,1444,347,334,147,1042,333,0,12,68,83,0,12,0,12,0,12,0,12,0,12,157,167,77,77,80,142,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470194001,"Block Group 1, Census Tract 194, Kings County, New York",1689,392,1104,337,122,103,0,12,0,12,982,323,0,12,0,12,0,12,0,12,0,12,585,293,432,229,0,12,0,12,0,12,0,12,153,186,0,12,0,12,0,12
1500000US360470194002,"Block Group 2, Census Tract 194, Kings County, New York",774,297,653,260,159,146,0,12,0,12,494,207,0,12,0,12,0,12,0,12,0,12,121,149,31,48,0,12,0,12,0,12,0,12,90,124,0,12,0,12,0,12
1500000US360470194003,"Block Group 3, Census Tract 194, Kings County, New York",1002,659,1000,659,271,129,6,17,0,12,701,658,0,12,0,12,22,30,21,29,1,2,2,4,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470195001,"Block Group 1, Census Tract 195, Kings County, New York",538,151,538,151,400,129,40,45,0,12,22,25,0,12,0,12,76,65,27,41,49,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470195002,"Block Group 2, Census Tract 195, Kings County, New York",361,132,292,112,204,98,17,20,0,12,6,10,0,12,0,12,65,43,11,18,54,37,69,59,45,49,0,12,14,23,0,12,0,12,10,18,0,12,0,12,0,12
1500000US360470195003,"Block Group 3, Census Tract 195, Kings County, New York",1701,394,1633,389,603,208,920,376,0,12,66,102,0,12,19,34,25,28,0,12,25,28,68,62,20,31,28,47,0,12,0,12,0,12,20,24,0,12,0,12,0,12
1500000US360470195004,"Block Group 4, Census Tract 195, Kings County, New York",528,233,424,206,352,194,69,64,0,12,3,6,0,12,0,12,0,12,0,12,0,12,104,97,104,97,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470196001,"Block Group 1, Census Tract 196, Kings County, New York",1621,482,1347,461,410,259,0,12,0,12,937,412,0,12,0,12,0,12,0,12,0,12,274,200,57,46,0,12,0,12,3,6,0,12,211,197,3,5,3,5,0,12
1500000US360470196002,"Block Group 2, Census Tract 196, Kings County, New York",1212,387,1072,358,615,214,0,12,0,12,414,292,0,12,43,69,0,12,0,12,0,12,140,167,86,140,0,12,0,12,0,12,0,12,54,89,0,12,0,12,0,12
1500000US360470196003,"Block Group 3, Census Tract 196, Kings County, New York",1405,446,918,399,418,226,244,336,0,12,256,202,0,12,0,12,0,12,0,12,0,12,487,285,72,64,0,12,0,12,0,12,0,12,370,274,45,43,28,38,17,21
1500000US360470197001,"Block Group 1, Census Tract 197, Kings County, New York",568,237,518,221,282,125,180,141,0,12,32,36,0,12,0,12,24,37,24,37,0,12,50,43,13,20,0,12,0,12,0,12,0,12,37,43,0,12,0,12,0,12
1500000US360470197002,"Block Group 2, Census Tract 197, Kings County, New York",640,226,567,207,397,206,138,76,0,12,32,36,0,12,0,12,0,12,0,12,0,12,73,79,71,78,0,12,0,12,0,12,0,12,2,7,0,12,0,12,0,12
1500000US360470197003,"Block Group 3, Census Tract 197, Kings County, New York",1489,339,1361,332,893,240,374,171,0,12,74,49,0,12,20,30,0,12,0,12,0,12,128,120,40,32,0,12,0,12,0,12,0,12,58,96,30,36,16,27,14,22
1500000US360470197004,"Block Group 4, Census Tract 197, Kings County, New York",972,250,858,212,432,126,327,179,0,12,34,29,0,12,0,12,65,53,0,12,65,53,114,94,0,12,72,68,0,12,0,12,0,12,0,12,42,63,18,26,24,37
1500000US360470198001,"Block Group 1, Census Tract 198, Kings County, New York",657,238,633,235,356,197,0,12,0,12,264,96,0,12,0,12,13,18,0,12,13,18,24,32,24,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470198002,"Block Group 2, Census Tract 198, Kings County, New York",1220,245,1008,210,491,135,0,12,0,12,503,213,0,12,0,12,14,15,0,12,14,15,212,133,36,32,0,12,0,12,0,12,0,12,100,71,76,111,76,111,0,12
1500000US360470199001,"Block Group 1, Census Tract 199, Kings County, New York",768,397,681,402,345,183,298,366,0,12,6,10,0,12,0,12,32,42,0,12,32,42,87,93,34,48,0,12,0,12,0,12,0,12,0,12,53,80,0,12,53,80
1500000US360470199002,"Block Group 2, Census Tract 199, Kings County, New York",686,179,567,151,431,121,107,107,0,12,18,21,0,12,0,12,11,17,0,12,11,17,119,129,42,61,0,12,0,12,0,12,0,12,77,112,0,12,0,12,0,12
1500000US360470199003,"Block Group 3, Census Tract 199, Kings County, New York",863,241,772,224,533,179,211,100,0,12,9,15,0,12,19,29,0,12,0,12,0,12,91,81,41,50,40,61,0,12,0,12,0,12,0,12,10,14,0,12,10,14
1500000US360470199004,"Block Group 4, Census Tract 199, Kings County, New York",1452,299,1246,261,773,268,388,168,0,12,59,42,0,12,0,12,26,38,0,12,26,38,206,113,88,70,17,32,0,12,0,12,0,12,55,64,46,71,0,12,46,71
1500000US360470200001,"Block Group 1, Census Tract 200, Kings County, New York",1183,284,1004,284,461,192,0,12,0,12,543,233,0,12,0,12,0,12,0,12,0,12,179,119,113,130,0,12,0,12,0,12,0,12,34,52,32,48,0,12,32,48
1500000US360470200002,"Block Group 2, Census Tract 200, Kings County, New York",1113,215,858,173,493,145,0,12,0,12,365,144,0,12,0,12,0,12,0,12,0,12,255,125,18,20,0,12,0,12,45,65,0,12,185,138,7,10,7,10,0,12
1500000US360470201001,"Block Group 1, Census Tract 201, Kings County, New York",622,184,583,167,205,89,339,150,0,12,15,18,0,12,0,12,24,22,0,12,24,22,39,38,11,19,0,12,0,12,0,12,0,12,28,32,0,12,0,12,0,12
1500000US360470201002,"Block Group 2, Census Tract 201, Kings County, New York",1244,339,1205,338,901,336,150,123,0,12,45,33,0,12,0,12,109,48,0,12,109,48,39,45,0,12,0,12,0,12,0,12,0,12,25,40,14,21,0,12,14,21
1500000US360470201003,"Block Group 3, Census Tract 201, Kings County, New York",1024,355,903,352,481,173,284,215,0,12,60,55,0,12,0,12,78,63,0,12,78,63,121,92,35,39,22,34,0,12,0,12,0,12,0,12,64,74,39,63,25,39
1500000US360470201004,"Block Group 4, Census Tract 201, Kings County, New York",1050,287,994,272,630,168,291,170,0,12,7,15,0,12,23,32,43,55,0,12,43,55,56,49,44,44,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12
1500000US360470202001,"Block Group 1, Census Tract 202, Kings County, New York",1179,313,1021,214,517,187,0,12,34,50,458,146,0,12,0,12,12,17,0,12,12,17,158,185,44,74,0,12,0,12,0,12,0,12,20,30,94,139,94,139,0,12
1500000US360470202002,"Block Group 2, Census Tract 202, Kings County, New York",784,223,751,223,430,146,18,26,0,12,303,181,0,12,0,12,0,12,0,12,0,12,33,26,9,13,13,20,0,12,11,16,0,12,0,12,0,12,0,12,0,12
1500000US360470203001,"Block Group 1, Census Tract 203, Kings County, New York",955,198,745,158,479,154,140,87,0,12,55,36,0,12,15,17,56,58,0,12,56,58,210,118,75,61,17,19,0,12,0,12,0,12,50,41,68,99,0,12,68,99
1500000US360470203002,"Block Group 2, Census Tract 203, Kings County, New York",818,269,678,267,249,76,174,98,0,12,103,80,0,12,0,12,152,202,0,12,152,202,140,71,55,36,23,26,5,7,0,12,0,12,52,62,5,8,0,12,5,8
1500000US360470204001,"Block Group 1, Census Tract 204, Kings County, New York",916,290,885,290,574,178,0,12,0,12,311,230,0,12,0,12,0,12,0,12,0,12,31,25,31,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470204002,"Block Group 2, Census Tract 204, Kings County, New York",794,199,776,197,619,167,0,12,0,12,126,85,0,12,0,12,31,48,0,12,31,48,18,16,12,15,0,12,0,12,0,12,0,12,6,8,0,12,0,12,0,12
1500000US360470205001,"Block Group 1, Census Tract 205, Kings County, New York",782,200,731,192,414,137,23,22,0,12,256,148,0,12,0,12,38,40,0,12,38,40,51,57,44,57,0,12,0,12,0,12,0,12,0,12,7,10,0,12,7,10
1500000US360470205002,"Block Group 2, Census Tract 205, Kings County, New York",1186,240,1167,239,585,193,218,138,0,12,188,108,0,12,0,12,176,90,0,12,176,90,19,21,9,11,0,12,0,12,0,12,0,12,9,15,1,4,1,4,0,12
1500000US360470205003,"Block Group 3, Census Tract 205, Kings County, New York",1196,453,1178,453,815,431,179,110,0,12,90,66,0,12,0,12,94,80,0,12,94,80,18,21,18,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470206001,"Block Group 1, Census Tract 206, Kings County, New York",1176,331,859,321,587,208,29,29,0,12,213,234,0,12,0,12,30,50,2,5,28,49,317,125,224,105,0,12,0,12,0,12,0,12,93,85,0,12,0,12,0,12
1500000US360470206002,"Block Group 2, Census Tract 206, Kings County, New York",1179,208,1169,205,755,213,0,12,0,12,414,135,0,12,0,12,0,12,0,12,0,12,10,19,10,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470207001,"Block Group 1, Census Tract 207, Kings County, New York",2102,499,1830,477,1122,247,421,243,0,12,74,78,0,12,0,12,213,209,0,12,213,209,272,183,135,90,19,29,0,12,0,12,0,12,96,140,22,37,22,37,0,12
1500000US360470207002,"Block Group 2, Census Tract 207, Kings County, New York",1330,327,1222,316,915,305,136,126,0,12,118,164,0,12,14,24,39,46,0,12,39,46,108,87,41,46,34,38,0,12,0,12,0,12,0,12,33,52,33,52,0,12
1500000US360470207003,"Block Group 3, Census Tract 207, Kings County, New York",1058,298,967,291,686,213,199,148,0,12,82,84,0,12,0,12,0,12,0,12,0,12,91,66,91,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470208001,"Block Group 1, Census Tract 208, Kings County, New York",765,412,673,390,176,205,0,12,0,12,497,345,0,12,0,12,0,12,0,12,0,12,92,130,0,12,0,12,0,12,0,12,0,12,0,12,92,130,92,130,0,12
1500000US360470208002,"Block Group 2, Census Tract 208, Kings County, New York",990,273,964,275,337,149,0,12,0,12,627,288,0,12,0,12,0,12,0,12,0,12,26,43,26,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470208003,"Block Group 3, Census Tract 208, Kings County, New York",1404,567,1383,569,366,177,61,65,0,12,826,557,0,12,0,12,130,123,0,12,130,123,21,29,21,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470210001,"Block Group 1, Census Tract 210, Kings County, New York",1649,415,1629,415,531,181,0,12,50,78,1040,404,0,12,8,12,0,12,0,12,0,12,20,30,0,12,0,12,0,12,0,12,0,12,20,30,0,12,0,12,0,12
1500000US360470210002,"Block Group 2, Census Tract 210, Kings County, New York",1192,418,1115,411,134,94,37,44,0,12,944,412,0,12,0,12,0,12,0,12,0,12,77,76,58,71,0,12,0,12,0,12,0,12,19,31,0,12,0,12,0,12
1500000US360470210003,"Block Group 3, Census Tract 210, Kings County, New York",1094,353,897,354,438,267,70,109,0,12,279,233,0,12,0,12,110,120,9,14,101,119,197,147,30,35,0,12,0,12,0,12,0,12,167,147,0,12,0,12,0,12
1500000US360470211001,"Block Group 1, Census Tract 211, Kings County, New York",861,313,784,303,47,50,726,296,0,12,0,12,0,12,0,12,11,16,0,12,11,16,77,82,0,12,11,16,0,12,0,12,0,12,66,81,0,12,0,12,0,12
1500000US360470211002,"Block Group 2, Census Tract 211, Kings County, New York",1586,264,1048,220,377,98,464,171,0,12,111,59,0,12,8,12,88,74,40,61,48,44,538,141,219,96,39,33,0,12,0,12,0,12,191,92,89,61,23,24,66,58
1500000US360470211003,"Block Group 3, Census Tract 211, Kings County, New York",348,124,307,125,190,89,68,54,0,12,42,38,0,12,0,12,7,9,0,12,7,9,41,31,6,9,0,12,0,12,0,12,0,12,35,31,0,12,0,12,0,12
1500000US360470212001,"Block Group 1, Census Tract 212, Kings County, New York",1814,493,1640,474,438,227,0,12,0,12,1185,448,0,12,0,12,17,27,0,12,17,27,174,171,59,39,0,12,0,12,0,12,0,12,115,165,0,12,0,12,0,12
1500000US360470212002,"Block Group 2, Census Tract 212, Kings County, New York",1068,452,819,382,295,201,0,12,0,12,524,377,0,12,0,12,0,12,0,12,0,12,249,159,25,27,0,12,13,21,0,12,0,12,173,150,38,57,19,29,19,28
1500000US360470212003,"Block Group 3, Census Tract 212, Kings County, New York",1241,519,1103,470,100,71,0,12,0,12,1003,476,0,12,0,12,0,12,0,12,0,12,138,202,0,12,0,12,0,12,0,12,0,12,138,202,0,12,0,12,0,12
1500000US360470213001,"Block Group 1, Census Tract 213, Kings County, New York",774,279,738,275,431,173,295,255,0,12,0,12,0,12,0,12,12,18,12,18,0,12,36,50,29,49,0,12,0,12,0,12,0,12,0,12,7,11,7,11,0,12
1500000US360470213002,"Block Group 2, Census Tract 213, Kings County, New York",2394,793,2109,774,275,112,1805,760,0,12,15,25,0,12,0,12,14,24,0,12,14,24,285,176,12,18,101,87,0,12,0,12,0,12,154,156,18,30,18,30,0,12
1500000US360470213003,"Block Group 3, Census Tract 213, Kings County, New York",998,366,957,372,218,145,739,328,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,62,0,12,0,12,0,12,0,12,0,12,41,62,0,12,0,12,0,12
1500000US360470214001,"Block Group 1, Census Tract 214, Kings County, New York",83,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,135,0,12,0,12,0,12,0,12,0,12,83,135,0,12,0,12,0,12
1500000US360470214002,"Block Group 2, Census Tract 214, Kings County, New York",1237,416,1145,406,916,341,0,12,0,12,89,77,0,12,140,221,0,12,0,12,0,12,92,115,26,41,0,12,0,12,0,12,0,12,66,106,0,12,0,12,0,12
1500000US360470214003,"Block Group 3, Census Tract 214, Kings County, New York",808,275,657,255,107,81,0,12,0,12,550,257,0,12,0,12,0,12,0,12,0,12,151,150,34,53,0,12,0,12,0,12,0,12,27,44,90,140,90,140,0,12
1500000US360470215001,"Block Group 1, Census Tract 215, Kings County, New York",722,307,628,275,354,151,93,81,0,12,58,51,0,12,0,12,123,172,0,12,123,172,94,88,50,60,0,12,0,12,0,12,0,12,44,67,0,12,0,12,0,12
1500000US360470215002,"Block Group 2, Census Tract 215, Kings County, New York",826,450,826,450,280,176,335,213,0,12,27,41,0,12,0,12,184,252,0,12,184,252,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470215003,"Block Group 3, Census Tract 215, Kings County, New York",1304,427,1235,416,376,200,512,273,0,12,105,104,0,12,0,12,242,256,0,12,242,256,69,74,11,20,18,28,0,12,0,12,0,12,40,65,0,12,0,12,0,12
1500000US360470215004,"Block Group 4, Census Tract 215, Kings County, New York",3161,702,2893,659,2027,747,563,342,0,12,135,129,0,12,12,23,156,141,0,12,156,141,268,182,206,169,46,75,0,12,0,12,0,12,16,26,0,12,0,12,0,12
1500000US360470216001,"Block Group 1, Census Tract 216, Kings County, New York",1352,560,1023,596,913,582,0,12,0,12,110,139,0,12,0,12,0,12,0,12,0,12,329,281,114,200,0,12,0,12,0,12,0,12,214,189,1,2,1,2,0,12
1500000US360470216002,"Block Group 2, Census Tract 216, Kings County, New York",1217,444,1217,444,1217,444,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470216003,"Block Group 3, Census Tract 216, Kings County, New York",1221,381,1049,348,739,331,0,12,0,12,224,165,0,12,86,140,0,12,0,12,0,12,172,189,0,12,0,12,0,12,0,12,0,12,172,189,0,12,0,12,0,12
1500000US360470217001,"Block Group 1, Census Tract 217, Kings County, New York",1062,288,899,228,212,94,474,199,0,12,83,55,0,12,57,70,73,59,33,41,40,44,163,163,0,12,34,51,0,12,0,12,0,12,129,168,0,12,0,12,0,12
1500000US360470217002,"Block Group 2, Census Tract 217, Kings County, New York",2345,406,2097,388,870,282,1040,262,0,12,150,104,0,12,0,12,37,43,0,12,37,43,248,216,132,168,0,12,0,12,0,12,0,12,116,140,0,12,0,12,0,12
1500000US360470218001,"Block Group 1, Census Tract 218, Kings County, New York",933,478,693,465,583,429,0,12,0,12,0,12,0,12,110,181,0,12,0,12,0,12,240,288,39,67,13,19,0,12,0,12,0,12,176,290,12,19,0,12,12,19
1500000US360470218002,"Block Group 2, Census Tract 218, Kings County, New York",1185,570,1185,570,1125,564,0,12,0,12,0,12,0,12,60,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470218003,"Block Group 3, Census Tract 218, Kings County, New York",773,317,717,322,626,311,0,12,0,12,91,110,0,12,0,12,0,12,0,12,0,12,56,64,0,12,0,12,0,12,0,12,0,12,56,64,0,12,0,12,0,12
1500000US360470219001,"Block Group 1, Census Tract 219, Kings County, New York",859,253,714,236,386,137,290,198,0,12,29,34,0,12,0,12,9,14,0,12,9,14,145,71,37,34,43,40,0,12,0,12,0,12,31,32,34,38,0,12,34,38
1500000US360470219002,"Block Group 2, Census Tract 219, Kings County, New York",1004,266,896,246,224,91,491,202,0,12,181,158,0,12,0,12,0,12,0,12,0,12,108,66,10,15,39,41,0,12,0,12,0,12,59,56,0,12,0,12,0,12
1500000US360470219003,"Block Group 3, Census Tract 219, Kings County, New York",1814,553,1726,547,441,134,1188,538,0,12,66,67,0,12,0,12,31,36,10,16,21,32,88,90,62,55,0,12,0,12,0,12,0,12,0,12,26,39,26,39,0,12
1500000US360470220001,"Block Group 1, Census Tract 220, Kings County, New York",1343,559,1343,559,1274,557,15,24,0,12,54,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470220002,"Block Group 2, Census Tract 220, Kings County, New York",966,509,906,510,507,365,217,308,0,12,0,12,0,12,182,284,0,12,0,12,0,12,60,100,59,100,0,12,0,12,0,12,0,12,0,12,1,3,1,3,0,12
1500000US360470220003,"Block Group 3, Census Tract 220, Kings County, New York",1265,610,1192,583,1031,518,0,12,0,12,161,254,0,12,0,12,0,12,0,12,0,12,73,118,73,118,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470220004,"Block Group 4, Census Tract 220, Kings County, New York",1320,555,1109,606,1083,605,0,12,0,12,26,41,0,12,0,12,0,12,0,12,0,12,211,225,104,149,0,12,0,12,0,12,0,12,107,173,0,12,0,12,0,12
1500000US360470221001,"Block Group 1, Census Tract 221, Kings County, New York",1581,451,1288,394,523,228,717,269,0,12,28,32,0,12,0,12,20,25,0,12,20,25,293,142,223,133,12,27,0,12,0,12,0,12,52,67,6,13,6,13,0,12
1500000US360470221002,"Block Group 2, Census Tract 221, Kings County, New York",1399,445,1322,447,462,162,736,443,0,12,38,32,0,12,28,31,58,38,0,12,58,38,77,58,9,14,30,33,0,12,0,12,0,12,20,30,18,28,18,28,0,12
1500000US360470221003,"Block Group 3, Census Tract 221, Kings County, New York",833,235,762,236,265,120,409,237,0,12,34,55,0,12,54,81,0,12,0,12,0,12,71,64,0,12,19,31,0,12,0,12,0,12,52,62,0,12,0,12,0,12
1500000US360470222001,"Block Group 1, Census Tract 222, Kings County, New York",1436,559,1436,559,1436,559,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470222002,"Block Group 2, Census Tract 222, Kings County, New York",734,328,671,311,642,306,0,12,0,12,29,52,0,12,0,12,0,12,0,12,0,12,63,95,0,12,0,12,0,12,0,12,0,12,0,12,63,95,0,12,63,95
1500000US360470222003,"Block Group 3, Census Tract 222, Kings County, New York",1821,632,1630,593,1542,592,0,12,0,12,88,102,0,12,0,12,0,12,0,12,0,12,191,163,100,90,0,12,0,12,0,12,0,12,91,133,0,12,0,12,0,12
1500000US360470224001,"Block Group 1, Census Tract 224, Kings County, New York",1346,875,1346,875,1346,875,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470224002,"Block Group 2, Census Tract 224, Kings County, New York",1435,603,1333,598,1122,596,0,12,0,12,211,175,0,12,0,12,0,12,0,12,0,12,102,158,102,158,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470224003,"Block Group 3, Census Tract 224, Kings County, New York",1429,550,1055,556,926,545,0,12,0,12,129,119,0,12,0,12,0,12,0,12,0,12,374,149,234,174,0,12,0,12,10,17,0,12,79,81,51,57,32,49,19,29
1500000US360470224004,"Block Group 4, Census Tract 224, Kings County, New York",1183,437,981,453,915,459,5,7,0,12,61,51,0,12,0,12,0,12,0,12,0,12,202,130,165,115,0,12,0,12,0,12,0,12,15,22,22,35,22,35,0,12
1500000US360470226001,"Block Group 1, Census Tract 226, Kings County, New York",1364,567,992,580,858,570,0,12,0,12,103,102,0,12,31,50,0,12,0,12,0,12,372,166,196,111,0,12,0,12,0,12,0,12,176,140,0,12,0,12,0,12
1500000US360470226002,"Block Group 2, Census Tract 226, Kings County, New York",803,356,421,235,218,183,15,20,0,12,159,147,0,12,0,12,29,40,0,12,29,40,382,282,171,169,0,12,0,12,0,12,0,12,211,216,0,12,0,12,0,12
1500000US360470227001,"Block Group 1, Census Tract 227, Kings County, New York",586,222,511,204,333,169,89,74,0,12,51,33,0,12,0,12,38,35,0,12,38,35,75,78,35,41,0,12,0,12,0,12,0,12,17,29,23,34,0,12,23,34
1500000US360470227002,"Block Group 2, Census Tract 227, Kings County, New York",1245,627,753,273,274,145,390,247,0,12,89,107,0,12,0,12,0,12,0,12,0,12,492,495,103,112,34,50,0,12,0,12,0,12,52,85,303,396,258,393,45,68
